Route or Street Name,avg_crash_severity,adjusted_safety_rating
BLOSSOM HILL TER,1.0,81.47710787695678
BLOSSOM TREE RD,2.5,49.77075805752647
BLOXOM CIRCLE (NO ROUTE NUMBER ASSIGNED),1.0,81.47710787695678
BLUE & GRAY,1.0,81.47710787695678
BLUE & GRAY PARKWAY,1.75,48.91758314781132
BLUE AND GRAY PARKWAY,2.3333333333333335,48.91758314781132
BLUE AND GRAY PKWY,1.875,45.504883508950726
BLUE AND GREY PARKWAY KINGS HIGHWAY,1.0,81.47710787695678
BLUE BIRD RD (RT 617),3.0,60.62393296724162
BLUE GRASS TRAIL,2.0,70.19734551238405
BLUE GRAY HWY,4.0,60.19734551238405
BLUE GRAY PARKWAY,1.0,81.47710787695678
BLUE GRAY PKWY,2.207547169811321,1.9929631134780763
BLUE GRAY PWKY,1.0,81.47710787695678
BLUE HERON DR,1.0,81.47710787695678
BLUE HERON TERRACE,1.0,81.47710787695678
BLUE HILLS DR,4.0,60.19734551238405
BLUE HILLS DR NE,1.0,81.47710787695678
BLUE HILLS DRIVE NE,1.0,81.47710787695678
BLUE HILLS VILLAGE DR,4.0,60.19734551238405
BLUE HOLE ROAD,1.0,81.47710787695678
BLUE JAY ST,1.0,81.47710787695678
BLUE RIDGE AVE,1.0,80.62393296724161
BLUE RIDGE BLVD,1.85,36.11995950208408
BLUE RIDGE BLVD. (ROUTE 460),2.0,70.19734551238405
BLUE RIDGE BOULEVARD,1.4,42.945358779805275
BLUE RIDGE BOULEVARD (ROUTE 460),1.0,81.47710787695678
BLUE RIDGE BOULEVARD ROUTE 460,1.0,81.47710787695678
BLUE RIDGE DR,1.0,79.3441706026689
BLUE RIDGE MOUNTAIN RD,1.0,80.19734551238405
BLUE RIDGE MOUNTAIN ROAD,1.75,45.9314709638083
BLUE RIDGE MOUNTIAN RD,3.0,60.62393296724162
BLUE RIDGE MOUNTIAN ROAD,1.0,81.47710787695678
BLUE RIDGE MTN RD,1.0,81.0505204220992
BLUE RIDGE PARKWAY,1.9,43.798533689520426
BLUE RIDGE PKWY,1.3333333333333333,50.19734551238405
BLUE RIDGE SPRINGS RD,3.0,60.62393296724162
BLUE RIDGE ST,1.0,81.47710787695678
BLUE RIDGE TRAIL,2.0,71.0505204220992
BLUE RIDGE TURN PIKE,3.0,60.62393296724162
BLUE RIDGE TURNPIKE,1.0,80.62393296724161
BLUE RUN ROAD,1.0,81.47710787695678
BLUE STAR HIGHWAY - ROUTE 301,1.0,81.47710787695678
BLUE STAR HIGHWAY RT 301,1.0,81.47710787695678
BLUE STAR HIGHWAY/ROUTE 301,3.0,60.62393296724162
BLUE STAR HWY,1.0,81.47710787695678
BLUE STAR HWY AT 95 NORTH EXIT RAMP,1.0,81.47710787695678
BLUE WATER DRIVE,1.0,81.47710787695678
BLUEGRASS TRL.,1.0,81.47710787695678
BLUEMONT AVE SW,1.0,81.47710787695678
BLUEMONT WAY,1.0,80.19734551238405
BLUEMONT WAY/ RESTON PWKY,1.0,81.47710787695678
BLUERIDGE BLVD,4.0,60.19734551238405
BLUERIDGE MOUNTAIN RD,1.0,80.62393296724161
BLUERIDGE MOUNTAIN RD.,1.0,81.47710787695678
BLUERIDGE MOUNTAIN ROAD,2.0,68.49099569295375
BLUESTONE AVE,1.0,81.47710787695678
BLUESTONE DR,1.0,80.19734551238405
BLUFF WAY,3.0,60.62393296724162
BLUNTS BRIDGE RD,1.0,80.19734551238405
BLUNTS BRIDGE RD.,3.0,60.62393296724162
BLYTHEWOOD LN,1.3333333333333333,50.19734551238405
BOAR SWAMP RD,1.0,81.47710787695678
BOATERS COVE PLACE,1.0,81.0505204220992
BOATWRIGHT DR,1.0,80.62393296724161
BOATWRIGHT ROAD,1.0,81.47710787695678
BOB FOELLER,4.0,60.19734551238405
BOB FOELLER DR,1.0,81.47710787695678
BOB GREGORY,1.0,81.47710787695678
BOB GREGORY ST,1.0,81.47710787695678
BOB GREGORY STREET,1.0,81.47710787695678
BOB MORRISON BLVD,3.0,60.62393296724162
BOB SPRING RD,1.0,81.47710787695678
BOB WHITE BLVD/E MAIN ST,3.0,60.62393296724162
BOB WHITE BOULEVARD,1.0,81.47710787695678
BOB WHITE RD AT COURTHOUSE HWY,1.0,81.47710787695678
BOBBIEDELL LN,1.0,81.47710787695678
BOBTOWN ROAD,1.0,81.47710787695678
BOBTOWN ROAD/ROUTE 609,1.0,81.47710787695678
BOBTOWN ROAD/ROUTE 718,3.0,60.62393296724162
BOBWHITE BLVD,1.0,81.47710787695678
BOBWHITE ROAD,1.0,81.47710787695678
BOBWHITE/NORTH COOLWELL,1.0,81.47710787695678
BOGGS AVE,1.0,81.47710787695678
BOGGS ROAD,1.0,81.47710787695678
BOISSEAU RD/ RT 661,1.0,81.47710787695678
BOLD RULER DR,4.0,60.19734551238405
BOLD SPRINGS RD,3.0,59.344170602668896
BOLD SPRINGS RD.,1.0,81.47710787695678
BOLD VENTURE DR,1.0,81.47710787695678
BOLD VENUTRE DR,1.0,81.47710787695678
BOLIVER ROAD,1.0,81.47710787695678
BOLLING AVE,2.0,70.19734551238405
BOLLING RD,1.0,81.0505204220992
BOLLING ROAD,1.0,81.0505204220992
BOLLING ST,1.0,81.47710787695678
BOLLINGBROOK ST,1.5714285714285714,47.21123332838103
BOLLINGBROOK ST / EAST ST,4.0,60.19734551238405
BOLLINGBROOK ST./N. ADAMS,1.0,81.47710787695678
BOLLINGBROOK STREET,3.0,60.62393296724162
BOLLINGBROOK/ N ADAMS,1.0,81.47710787695678
BON SECOURS PARKWAY,3.0,60.62393296724162
BONAIRE DR,2.0,71.0505204220992
BONBROOK MILL RD,1.0,80.62393296724161
BONBROOK MILL RD. (RT. 635),1.0,81.47710787695678
BONBROOK MILL ROAD,1.0,81.47710787695678
BOND ST,1.5,50.62393296724162
BOND ST.,1.0,81.47710787695678
BONHAM RD,1.0,81.47710787695678
BONHAM RD & ROBIN,2.0,71.0505204220992
BONHAM ROAD,3.0,60.62393296724162
BONHEIM CT,3.0,60.62393296724162
BONNER AVE,4.0,60.19734551238405
BONNEY RD,1.6666666666666667,43.37194623466285
BONNEY ROAD,2.0,69.3441706026689
BONNIE LN,1.0,81.47710787695678
BONNIE RIDGE DR NE,1.0,81.0505204220992
BONNIEBANK RD,1.0,81.47710787695678
BONSACK RD,1.0,81.47710787695678
BOOKER ROAD,1.0,81.47710787695678
BOOKER T WASHINGTON HIGHWAY,1.5,49.344170602668896
BOOKER T WASHINGTON HWY,1.4,48.91758314781132
BOOKER T WASHINGTON HWY RT 122,3.0,60.62393296724162
BOOKER T WASHINGTON RD,1.0,81.47710787695678
BOOKER T.  WASHINGTON HWY. (RT. 122),3.0,60.62393296724162
BOOKER T. WASHINGTON HIGHWAY,2.0,70.19734551238405
BOOKER T. WASHINGTON HWY,3.0,60.62393296724162
BOOKER T. WASHINGTON HWY. (HWY 122),3.0,60.62393296724162
BOOKER T. WASHINGTON HWY. (RT. 122),1.608695652173913,36.11995950208408
BOOKERDALE RD,1.0,81.0505204220992
BOONE BLVD,1.0,81.47710787695678
BOONE BOULEVARD,1.0,81.47710787695678
BOONES MILL RD,2.5,49.77075805752647
BOONES MILL RD. (RT. 684),1.0,81.47710787695678
BOONES MILL ROAD,1.0,81.47710787695678
BOONESVILLE RD,1.0,81.47710787695678
BOONSBORO RD,1.6363636363636365,36.546546956941654
BOOTH ROAD,1.0,81.47710787695678
BOOTHE CREEK RD,2.0,71.0505204220992
BOOZY CREEK RD,1.0,81.47710787695678
BORAD ST AND TRINKLE AVE,1.0,81.47710787695678
BORDEN GRANT TRAIL,1.0,81.0505204220992
BORDEN GRANT TRL,1.0,81.47710787695678
BORDEN ROAD,3.0,60.62393296724162
BORDEN ST/ W NELSON ST,3.0,60.62393296724162
BORDER ROAD,1.0,81.47710787695678
BORDERLINE ROAD,1.0,81.47710787695678
BORE AUGER ROAD,1.0,81.0505204220992
BORGE ST,1.0,81.47710787695678
BOROUGHBRIDGE RD,3.0,60.62393296724162
BOSTON AVE,1.0,81.0505204220992
BOSTON BLVD,1.0,81.47710787695678
BOSTON BOULEVARD,1.0,81.47710787695678
BOSTON RD,1.0,81.47710787695678
BOSTON ROAD,1.4,48.91758314781132
BOSTON ST,2.0,69.3441706026689
BOSTON STREET,2.0,71.0505204220992
BOSTWICK DR,1.0,81.47710787695678
BOSWORTH DR SW,1.0,81.47710787695678
BOTETOURT RD,1.8888888888888888,44.651708599235576
BOTETOURT RD.,1.6666666666666667,49.77075805752647
BOTETOURT ROAD,1.3142857142857143,32.2806724083659
BOTETOURT ROAD (ROUTE 220),4.0,60.19734551238405
BOTHA RD-7500 BLK,1.0,81.47710787695678
BOTTLEBRUSH TER,1.0,81.47710787695678
BOUDINOT,4.0,60.19734551238405
BOUDINOT DR,1.3333333333333333,48.490995692953746
BOULDER SPRINGS PKWY,1.0,81.47710787695678
BOULDERS LAKE DR,1.0,81.47710787695678
BOULDERS PARKWAY,1.0,79.3441706026689
BOULDERS PKWY,1.0,80.19734551238405
BOULEVARD,1.6933333333333334,1.0
BOULEVARD ST. S.W.,1.0,81.47710787695678
BOULEVARD ST. SW/24TH ST NW,1.0,81.47710787695678
BOULEVARD VIEW,1.0,81.47710787695678
BOUNDARY DR,1.0,81.0505204220992
BOUSH ST,3.0,60.62393296724162
BOUSH STREET,1.0,81.47710787695678
BOW CREEK BLVD,3.0,60.62393296724162
BOW CREEK BOULEVARD,1.0,81.0505204220992
BOWDENS FERRY RD,1.0,81.47710787695678
BOWE ST,2.3333333333333335,48.91758314781132
BOWEN,2.0,71.0505204220992
BOWEN DR,2.0,70.19734551238405
BOWERS RD (SR 672),1.0,81.47710787695678
BOWFONDS ST,1.0,81.47710787695678
BOWIE DR,1.0,81.0505204220992
BOWIE RD/665,1.0,81.47710787695678
BOWLERS RD - RT 684,1.0,81.47710787695678
BOWLING DR,1.0,81.47710787695678
BOWLING GREEN BYPASS,1.0,81.47710787695678
BOWLING GREEN RD,1.0,81.47710787695678
BOWMAN AVE,1.0,81.0505204220992
BOWMAN AVENUE,2.0,71.0505204220992
BOWMAN LANE,1.0,81.47710787695678
BOWMAN TOWNE DR,1.0,81.0505204220992
BOWMANS FOLLY DRIVE / 3401,3.0,60.62393296724162
BOWS AND ARROWS RD,1.0,81.47710787695678
BOX ELDER RD,1.0,81.47710787695678
BOX OAK CT,1.0,81.47710787695678
BOXELY BLVD,1.0,81.47710787695678
BOXLEY BLVD,1.75,45.9314709638083
BOXLEY BLVD / HENSLEY CT,1.0,81.47710787695678
BOXLEY BLVD/ WARWICK BLVD,1.0,81.47710787695678
BOXLEY BOULEVARD,2.0,70.19734551238405
BOXLEY BOULEVARD AND SUMMER LAKE LANE,1.0,81.47710787695678
BOXLEY LANE,1.0,81.47710787695678
BOXWOOD CT,1.0,81.0505204220992
BOXWOOD FARM EXIT / 29 SB BYPASS,1.0,81.47710787695678
BOXWOOD FARM RD,1.0,81.47710787695678
BOXWOOD FARM RD/ LAWHORNE RIDGE LN,1.0,81.47710787695678
BOXWOOD FARM ROAD,3.0,60.62393296724162
BOXWOOD LANE,1.0,81.47710787695678
BOXWOOD LN.,4.0,60.19734551238405
BOXWOOD PL,1.0,81.47710787695678
BOYDTON PLANK RD,2.6,40.8124215055174
BOYDTON PLANK RD  FORT LEE RD,1.0,81.47710787695678
BOYDTON PLANK RD (RT 1),1.6666666666666667,49.77075805752647
BOYDTON PLANK RD / DEFENSE RD,3.0,60.62393296724162
BOYDTON PLANK RD.,2.0,70.19734551238405
BOYDTON PLANK RD. / RT. 1,1.0,81.47710787695678
BOYDTON PLANK ROAD,1.9,43.798533689520426
BOYER RD,1.0,80.62393296724161
BOYER ROAD,1.0,81.47710787695678
BOYERS RD,1.0,81.47710787695678
BOYERS ROAD,1.0,81.47710787695678
BOYERS ROAD / ROUTE 704,1.0,81.0505204220992
BOYETT CT,1.0,81.47710787695678
BOYKIN LANE,1.6666666666666667,49.77075805752647
BOYKIN LN,1.0,80.62393296724161
BRABANT DR,1.0,81.47710787695678
BRABANT DRIVE,4.0,60.19734551238405
BRACKNELL DR/STEVENAGE RD,1.0,81.47710787695678
BRAD MCNEER PARKWAY,1.0,80.62393296724161
BRAD MCNEER PKWY,1.7142857142857142,46.78464587352345
BRADBURY RD,1.0,81.47710787695678
BRADDCOCK RD / PICKETT RD,1.0,81.47710787695678
BRADDCOK RD,3.0,60.62393296724162
BRADDOCK,1.0,78.91758314781131
BRADDOCK  LITTLE RIVER TPKE,1.0,81.47710787695678
BRADDOCK  RD/ BURKE LAKE RD,1.0,81.47710787695678
BRADDOCK RD,1.643044619422572,1.0
BRADDOCK RD (WEST),1.0,81.47710787695678
BRADDOCK RD / 495 SOUTH,1.0,81.47710787695678
BRADDOCK RD / BURKE STATION RD,1.0,81.47710787695678
BRADDOCK RD / CARRIAGEPARK RD,1.0,81.47710787695678
BRADDOCK RD / COLUMBIA RD,3.0,60.62393296724162
BRADDOCK RD / FAIRLAND ST,3.0,60.62393296724162
BRADDOCK RD / IRVIN CT,1.0,81.47710787695678
BRADDOCK RD / MONTGOMERY ST,1.0,81.47710787695678
BRADDOCK RD / OX RD,1.0,81.47710787695678
BRADDOCK RD / PORT ROYAL RD,3.0,60.62393296724162
BRADDOCK RD / RAVENSWORTH RD,2.0,70.19734551238405
BRADDOCK RD / SECOND RD,4.0,60.19734551238405
BRADDOCK RD / STONE RD,1.0,81.47710787695678
BRADDOCK RD AND LITTLE RIVER TPKE,3.0,60.62393296724162
BRADDOCK RD EASTBOUND,1.0,81.47710787695678
BRADDOCK RD EB,1.0,81.47710787695678
BRADDOCK RD OVER I495,1.0,81.47710787695678
BRADDOCK RD RAMP,2.0,70.19734551238405
BRADDOCK RD WB / 495 SB RAMP,3.0,60.62393296724162
BRADDOCK RD WEST,1.0,81.0505204220992
BRADDOCK RD WEST RAMP,1.0,81.47710787695678
BRADDOCK RD.,2.25,48.06440823809618
BRADDOCK RD/ BACKLICK RD,1.0,81.47710787695678
BRADDOCK RD/ BRADFIELD DR,4.0,60.19734551238405
BRADDOCK RD/ I495 NB RAMP TO BRADDOCK,1.0,81.47710787695678
BRADDOCK RD/ LITTLE RIVER TURNPIKE,1.0,81.47710787695678
BRADDOCK RD/ LUXBERRY DR,1.0,81.47710787695678
BRADDOCK RD/ NOTTOWAY RIVER LN,1.0,81.47710787695678
BRADDOCK RD/ OLLEY LN,1.0,81.47710787695678
BRADDOCK RD/ OX RD,1.0,81.47710787695678
BRADDOCK RD/ PORT ROYAL RD,2.0,71.0505204220992
BRADDOCK RD/ QUEENSBURY AVE,1.0,81.47710787695678
BRADDOCK RD/ RAVENSWORTH RD,3.0,59.344170602668896
BRADDOCK RD/ ROBERTS RD,3.0,60.62393296724162
BRADDOCK RD/ ROLLING RD,1.0,81.47710787695678
BRADDOCK RD/ RT 286 NB RAMP,3.0,60.62393296724162
BRADDOCK RD/ VALE ST,1.0,81.47710787695678
BRADDOCK RD/ WAKEFIELD CHAPEL RD,1.0,81.47710787695678
BRADDOCK RD/ WOODLAND DR,1.0,81.0505204220992
BRADDOCK RD/620,1.0,81.0505204220992
BRADDOCK RD/BACKLICK RD,3.0,60.62393296724162
BRADDOCK RD/BURKE STATION RD,1.0,81.47710787695678
BRADDOCK RD/CARRIAGE PARK DR,1.0,81.47710787695678
BRADDOCK RD/CLIFTON ST,1.0,81.47710787695678
BRADDOCK RD/FERNDALE ST,3.0,60.62393296724162
BRADDOCK RD/GUINEA RD,1.0,81.0505204220992
BRADDOCK RD/HEMING AVE,4.0,60.19734551238405
BRADDOCK RD/IRVIN CT,2.0,71.0505204220992
BRADDOCK RD/LITTLE RIVER TURNPIKE,1.0,81.47710787695678
BRADDOCK RD/MONROE DR,1.0,81.47710787695678
BRADDOCK RD/PLEASANT VALLEY DR,1.0,81.47710787695678
BRADDOCK RD/PLEASANT VALLEY RD,1.0,81.47710787695678
BRADDOCK RD/PORT ROYAL,1.0,81.47710787695678
BRADDOCK RD/RAVENSWORTH RD,3.0,60.62393296724162
BRADDOCK RD/RT620,3.0,60.62393296724162
BRADDOCK RD/SIDEBURN RD,1.0,81.0505204220992
BRADDOCK RD/SOUTHAMPTON DR,1.0,81.47710787695678
BRADDOCK RD/SOUTHAMPTON RD,1.0,81.47710787695678
BRADDOCK RD/STONE HAVEN DR,1.0,81.0505204220992
BRADDOCK RD/TRE TOWERS CT,2.0,70.19734551238405
BRADDOCK RD/TWINBROOK RD,1.0,81.47710787695678
BRADDOCK RD/WEYANOKE CT,3.0,60.62393296724162
BRADDOCK ROAD,1.489795918367347,20.76281112721138
BRADDOCK ROAD / BELMONT DRIVE,1.0,81.47710787695678
BRADDOCK ROAD / LITTLE RIVER TURNPIKE,1.0,81.47710787695678
BRADDOCK ROAD EB/WB,1.0,81.47710787695678
BRADDOCK ROAD/ SOUTHAMPTON DR,1.0,81.47710787695678
BRADDOCK ROAD/PORT ROYAL ROAD,1.0,81.47710787695678
BRADDOCK ST,1.0,81.0505204220992
BRADDOCK STREET,1.0,81.47710787695678
BRADDOCK/GUINEA,1.0,81.47710787695678
BRADDOCK/RAVENSWORTH,1.0,81.47710787695678
BRADDOCK/SIDEBURN,1.0,81.47710787695678
BRADDOK RD,1.0,81.47710787695678
BRADDOK RD/ IRVINE CT,3.0,60.62393296724162
BRADFORD COURT,1.0,81.47710787695678
BRADFORD LANDING DR,,
BRADFORD NECK RD,1.0,81.47710787695678
BRADLEY BRIDE,1.0,81.47710787695678
BRADLEY BRIDGE,1.0,81.47710787695678
BRADLEY BRIDGE RD,1.4,48.91758314781132
BRADLEY BRIDGE ROAD,1.0,81.47710787695678
BRADLEY DR,1.5,50.62393296724162
BRADLEY FARM RD.,1.0,81.47710787695678
BRADLEY PINES CIRCLE,1.0,81.47710787695678
BRADLEY RD,2.5,49.77075805752647
BRADLEY ROAD,2.0,71.0505204220992
BRADOCK RD,2.0,68.49099569295375
BRADSHAW DR,1.0,81.47710787695678
BRADSHAW RD,2.0,68.49099569295375
BRAEBURN DR,1.0,80.19734551238405
BRAEBURN DRIVE,1.0,81.0505204220992
BRAEHEAD DR,3.0,60.62393296724162
BRAEMAR CRK,1.0,81.47710787695678
BRAGG RD,1.7142857142857142,41.66559641523255
BRAGG RD  RT 639,1.0,81.0505204220992
BRAGG RD RT 639,1.0,81.0505204220992
BRAGG RD.,1.0,81.47710787695678
BRAGG ROAD,1.0,80.19734551238405
BRAGG ROAD (RT 639),1.0,81.0505204220992
BRAGG ROAD RT 639,2.0,70.19734551238405
BRAGGS CORNER RD,2.1538461538461537,39.95924659580225
BRAIDED STREAM \ 3071,1.0,81.47710787695678
BRAIRFIELD RD,1.0,81.47710787695678
BRAMBLETON  ST PAULS BLVD,1.0,81.47710787695678
BRAMBLETON AND PARK AVE,1.0,81.47710787695678
BRAMBLETON AVE,1.490909090909091,16.9235240334932
BRAMBLETON AVE ASW,1.0,81.47710787695678
BRAMBLETON AVE SE,1.0,81.47710787695678
BRAMBLETON AVE SW,1.4285714285714286,43.37194623466285
BRAMBLETON AVE WEST,1.0,81.47710787695678
BRAMBLETON AVENUE,1.0,80.62393296724161
BRAMBLETON AVENUE SW,3.0,60.62393296724162
BRANCH AVE,2.0,71.0505204220992
BRANCH DR,1.0,81.47710787695678
BRANCH DRIVE,2.0,71.0505204220992
BRANCH RD,1.0,81.0505204220992
BRANCH RD SE,2.0,71.0505204220992
BRANCH ROAD,1.0,81.47710787695678
BRANCH ST,1.0,81.47710787695678
BRANCHLANDS BLVD,2.0,71.0505204220992
BRANCHWAY RD,2.0,70.19734551238405
BRANDER BRIDGE ROAD,1.0,81.47710787695678
BRANDER ST,1.0,81.0505204220992
BRANDER STREET,1.0,81.47710787695678
BRANDERMILL PARKWAY,1.0,81.47710787695678
BRANDERMILL PKWY,1.5,48.06440823809618
BRANDERS BRIDGE RD,1.3,46.35805841866588
BRANDERS BRIDGE ROAD,1.0,77.6378207832386
BRANDERS CREEK DR,1.0,81.47710787695678
BRANDON AVE,1.3333333333333333,45.07829605409315
BRANDON AVE SW,1.5,13.510824394632607
BRANDON AVE.,1.0,81.47710787695678
BRANDON AVE/ COMMERCE STREET,1.0,81.47710787695678
BRANDON AVENUE SW,1.0,81.0505204220992
BRANDON BLVD,1.0,81.0505204220992
BRANDON RD,2.0,71.0505204220992
BRANDY CREEK DR,2.0,71.0505204220992
BRANDY CREEK RD,1.0,81.47710787695678
BRANDY CREEK RD (RT 675),1.0,81.47710787695678
BRANDY RD,1.9714285714285715,22.46916094664168
BRANDY RD.,2.0,70.19734551238405
BRANDY ROAD,1.9,43.798533689520426
BRANDY RUN DR,1.0,81.47710787695678
BRANDY RUN DRIVE,3.0,60.62393296724162
BRANDYCREST DR,1.0,81.47710787695678
BRANDYWINE AVE,1.0,81.47710787695678
BRANDYWINE DR,2.2,47.21123332838103
BRANNON DR.,1.0,81.47710787695678
BRANON AVE SW,3.0,60.62393296724162
BRANTINGHAM DR,1.0,81.47710787695678
BRASFIELD PKWY / WAGNER RD,1.0,81.47710787695678
BRATTONS RUN,2.0,65.07829605409316
BRATTONS RUN RD,1.0,81.47710787695678
BRAVANTE RDG,1.0,81.47710787695678
BRAXTON COURT,1.0,81.47710787695678
BRAXTON RD,3.0,60.62393296724162
BRAXTON RD.,1.0,81.47710787695678
BRAXTON ROAD,3.0,60.62393296724162
BRAYS POINT ROAD,1.0,81.47710787695678
BREATON BAY TER,1.0,81.47710787695678
BRECKENRIDGE MILL ROAD,1.0,81.47710787695678
BRECKINRIDGE MILL ROAD,1.0,81.47710787695678
BREEDEN AVE,2.0,70.19734551238405
BREEZEPORT WAY,1.0,81.47710787695678
BREEZERS BRANCH ROAD,1.0,81.47710787695678
BREEZEWOOD ARCH,3.0,60.62393296724162
BREEZEWOOD DR,1.25,49.77075805752647
BREEZY PINES LANE,1.0,81.47710787695678
BREMERTON DR,3.0,60.62393296724162
BREMNER,3.0,60.62393296724162
BREMNER BLVD,1.3333333333333333,50.19734551238405
BREMO RD,1.0,81.47710787695678
BREMO RD/JAMES MADISON HWY,1.0,81.47710787695678
BREN MAR DRIVE,1.0,81.47710787695678
BRENDONRIDGE LANE,1.0,81.47710787695678
BRENMAN PARK DR,1.0,81.47710787695678
BRENT POINT RD,1.0,81.47710787695678
BRENT TOWN RD,1.0,81.0505204220992
BRENT TOWN RD - 10537 BLK,1.0,81.47710787695678
BRENT TOWN RD - 10700 BLK,3.0,60.62393296724162
BRENT TOWN RD - 11011 BLK,3.0,60.62393296724162
BRENT TOWN RD - 12252 BLK,1.0,81.47710787695678
BRENT TOWN RD - BLK 1521,1.0,81.47710787695678
BRENT TOWN RD-10700 BLK,3.0,60.62393296724162
BRENT TOWN RD-11300 BLK,1.0,81.47710787695678
BRENT TOWN RD-11669 BLK,1.0,81.47710787695678
BRENT TOWN RD-12000 BLK,1.0,81.47710787695678
BRENT TOWN RD/12200-BLK,1.0,81.47710787695678
BRENTOWN ROAD - 11300 BLK,3.0,60.62393296724162
BRENTSMILL RD,1.0,81.47710787695678
BRENTSVILLE ROAD,1.0,81.47710787695678
BRENTSVILLE ROAD / 0649,1.0,81.47710787695678
BRESSINGHAM DR,1.0,81.47710787695678
BRETTON WOODS DR,2.0,71.0505204220992
BREWER'S NECK BLVD,1.0,80.19734551238405
BREWER'S NECK BLVD.,1.0,81.0505204220992
BREWERS NECK,1.0,81.47710787695678
BREWERS NECK BLVD,1.65,37.82630932151437
BREWERS NECK BLVD.,1.0,81.0505204220992
BREWERS NECK BLVD/BENNS GRANT BLVD,1.0,81.47710787695678
BREWERS NECK BOULEVARD,1.5,50.62393296724162
BREWERS NECK RD,1.0,81.47710787695678
BREWERS NECK ROAD,1.0,81.47710787695678
BREWERS NECKS BLVD,1.0,81.47710787695678
BREWRS NECK BLVD,1.0,81.47710787695678
BRIAR HOOK ROAD,4.0,60.19734551238405
BRIARFIELD DR,3.0,60.62393296724162
BRIARFIELD DR.,3.0,60.62393296724162
BRIARFIELD RD,2.25,25.028685675787127
BRIARFIELD ROAD,1.7142857142857142,46.78464587352345
BRIARWOOD COURT,1.0,81.47710787695678
BRIARWOOD CT,1.0,81.47710787695678
BRIARWOOD DR,2.0,70.19734551238405
BRIARWOOD DRIVE,3.0,60.62393296724162
BRIARY BRANCH ROAD,1.0,81.47710787695678
BRICE ST,1.0,81.47710787695678
BRICE STREET ANNANDALE ROAD,3.0,60.62393296724162
BRICK BAT RD,2.0,71.0505204220992
BRICK CHURCH RD,1.0,81.0505204220992
BRICK CHURCH ROAD,1.0,80.62393296724161
BRICK KILN,3.0,60.62393296724162
BRICK KILN BLVD,2.0,65.07829605409316
BRICK KILN RD,3.0,60.62393296724162
BRICK KLIN BLVD,1.0,81.47710787695678
BRICKBAT ROAD,1.0,81.47710787695678
BRICKSHIRE DR.,1.0,81.47710787695678
BRICKYARD ROAD,4.0,60.19734551238405
BRIDE ST.,1.0,81.47710787695678
BRIDGE AVE,1.3333333333333333,50.19734551238405
BRIDGE RD,1.7294117647058824,1.0
BRIDGE RD / TOWNPOINT RD,1.0,81.47710787695678
BRIDGE RD.,1.6666666666666667,49.77075805752647
BRIDGE ROAD,3.0,60.62393296724162
BRIDGE ROAD INTERSTATE 664 ON RAMP,1.0,81.47710787695678
BRIDGE ST,1.1428571428571428,48.490995692953746
BRIDGE ST SW,1.0,81.0505204220992
BRIDGE STREET,2.0,70.19734551238405
BRIDGEPORT RD,2.0,70.19734551238405
BRIDGEPORT ROAD,1.0,81.47710787695678
BRIDGEWATER DRIVE,1.0,81.47710787695678
BRIDGEWATER ST,2.0,70.19734551238405
BRIDGEWOOD RD,1.6666666666666667,47.637820783238595
BRIDGEWOOD ROAD,1.0,81.47710787695678
BRIDLE CREST SQ NE,1.0,81.47710787695678
BRIDLE LN,1.0,81.47710787695678
BRIDLEWOOD DR,1.0,81.47710787695678
BRIDNAX RD,3.0,60.62393296724162
BRIEARFIELD ROAD,3.0,60.62393296724162
BRIERY BRANCH ROAD,1.0,81.47710787695678
BRIERY LAKE RD,1.0,81.47710787695678
BRIERYLE ROAD,3.0,60.62393296724162
BRIGGS ROAD,1.6666666666666667,49.77075805752647
BRIGGS ST,1.5,49.344170602668896
BRIGGS STREET,1.0,81.47710787695678
BRIGHT LEAF RD,2.3333333333333335,48.91758314781132
BRIGHTON RD SW,1.0,81.0505204220992
BRIGHTON ST,2.0,71.0505204220992
BRIGHTWELL CT,1.0,81.47710787695678
BRIGHTWELL ST NE,1.0,81.47710787695678
BRIGHTWOOD AVE,2.0,71.0505204220992
BRIMFIELD DRIVE,2.0,71.0505204220992
BRINK RD,1.6666666666666667,49.77075805752647
BRINK ROAD,1.0,81.0505204220992
BRISCOE ST,2.0,71.0505204220992
BRISTERSBURG RD,1.0,81.47710787695678
BRISTERSBURG RD - 11000 BLK,2.0,71.0505204220992
BRISTERSBURG RD- 13000 BLK,2.0,71.0505204220992
BRISTERSBURG RD-11600 BLK,1.0,81.47710787695678
BRISTERSBURG RD-12200 BLK,4.0,60.19734551238405
BRISTERSBURG RD-12732 BLK,2.0,71.0505204220992
BRISTOL COMMONS,1.0,81.47710787695678
BRISTOL CT,1.0,81.47710787695678
BRISTOL EAST ROAD,1.0,81.47710787695678
BRISTOL HWY,1.0,81.0505204220992
BRISTOW DR / NEWCASTLE DR,1.0,81.47710787695678
BRISTOW ROAD,1.0,81.47710787695678
BRISTOW ROAD / 0619,3.0,60.62393296724162
BRISTOW ROAD 0619,1.0,81.47710787695678
BRISTOW ROAD/ 0619,1.0,81.47710787695678
BRITANNIA ROAD,1.0,81.47710787695678
BRITTANIA DRIVE,1.0,81.47710787695678
BRITTANY LANE,1.0,81.0505204220992
BRITTLES LN,1.6666666666666667,47.637820783238595
